0.01	0.972825013475976	0.145513274386419	0.11840645230553	1.03892967910318	0.149003525480344	0.12825002471381
0.1	0.863612129253496	0.134518820501796	0.130216564325361	1.101865686708	0.129120889807542	0.145467439103974
0.2	0.839951954469417	0.125745727571173	0.132535092788845	1.14109365378072	0.116742793460273	0.131475912971766
0.5	0.826245358621492	0.111027687276213	0.113350176266659	1.1992246999574	0.0996743871361698	0.0925381675577474
0.8	0.827144624101243	0.103089299274549	0.113998753822777	1.22800580206135	0.0921155884475921	0.0923295194500701
1	0.829369850806327	0.0994143659484462	0.120205671320771	1.24065699370674	0.0890312779226672	0.0932727488336737
2	0.843203332749275	0.0887926312202815	0.118456875307504	1.27387246785473	0.0817220574028137	0.109093524956324
5	0.874452393752509	0.07674677625843	0.0998872211982979	1.30267292989392	0.0757822263138313	0.0961552355622888
10	0.902870922860504	0.068364149818082	0.103244388822345	1.31621077956443	0.0714549232613242	0.0997534940128013
20	0.930340818060021	0.0597315934316282	0.094897786159181	1.32438427853588	0.0657852042129529	0.0995784315452586
30	0.944522189000531	0.0545077114416864	0.105018618020706	1.32415161460352	0.0620477246272754	0.101035502743455
40	0.953439962951055	0.0508314815304301	0.109760344754084	1.31971062332397	0.0594459412202512	0.100427898758621
50	0.959656547088548	0.0480703497051786	0.106545501768262	1.31290115289993	0.0575639102190263	0.0948513070498591
60	0.964278390498655	0.0459125681549559	0.106146677668543	1.30476107393449	0.0561621110698688	0.0975159819342424
70	0.967870249130984	0.0441783917581561	0.103118548250112	1.29591222126606	0.0550938368829659	0.0976733833034074
80	0.970753619660986	0.0427546581687617	0.102817487063339	1.28673895636833	0.0542646518559538	0.0979822983924268
90	0.973126302723767	0.0415658422666453	0.102550456680629	1.2774835267195	0.0536112932619015	0.0930440335031533
100	0.975117317538701	0.0405593333207584	0.102311527035258	1.26830014036595	0.0530899847373203	0.0931963469766561
150	0.981694147418252	0.0372233157291676	0.0987515086362843	1.22585030012618	0.0516232044906095	0.0975484879109861
200	0.98541249553296	0.035386283091341	0.100871564930347	1.19070181331676	0.0510387709798954	0.0860928536739807
500	0.993153913594098	0.0320805875261103	0.0997208505312997	1.0806591826894	0.0506266227536259	0.0793307169896509
1000	0.996149294450521	0.0312696045684314	0.0993732811740944	1.028117871591	0.05077546773955	0.0776714369076106
