0.01	0.00335550541192394
0.1	-0.00405653572153757
0.2	-0.0153567523248528
0.5	-0.014861171794019
0.8	-0.00106471658228482
1	0.00317041395753533
2	0.00102064528970633
5	0.00115973102674209
10	-0.00203008745102732
20	2.96914672436248e-05
30	0.00683703335331771
40	0.00517773604680817
50	0.00366035732424088
60	0.00550905250891721
70	0.00397085050977621
80	0.00165080254281203
90	0.00447226840406786
100	0.0043161932979728
150	0.00361864474184643
200	0.00769355733402167
500	0.0132202462129428
1000	0.0148391172343046
