0.01	0.115367407108167
0.1	0.0991779255360874
0.2	0.0702341464138934
0.5	0.0594964542890353
0.8	0.0450623150096891
1	0.0433147648874803
2	0.038796006892128
5	0.0240780425430173
10	0.0131061263540212
20	0.00639847164441517
30	0.0105198210755675
40	0.00996414776695794
50	0.00927634546503684
60	0.0055068218342961
70	-0.00112454535170004
80	-0.0017606945316437
90	-0.00505979724324051
100	-0.00541388315837087
150	-0.0030382088282384
200	-0.0024783111921881
500	0.00556436698570061
1000	0.00538065451288864
