0.001	0.01	0.1	0.124777732523193
0.001	0.01	0.2	0.162376451782254
0.001	0.01	0.3	0.186075990342046
0.001	0.01	0.4	0.223346951072049
0.001	0.01	0.5	0.20038409222024
0.001	0.01	0.6	0.202293534749348
0.001	0.01	0.7	0.191499176407405
0.001	0.01	0.8	0.185089403593357
0.001	0.01	0.9	0.172615440414674
0.001	0.01	1	0.162274016513506
0.001	0.1	0.1	0.124840167231886
0.001	0.1	0.2	0.148722774898841
0.001	0.1	0.3	0.17672201973383
0.001	0.1	0.4	0.20507801159098
0.001	0.1	0.5	0.214330414211785
0.001	0.1	0.6	0.216784505710209
0.001	0.1	0.7	0.209269334136904
0.001	0.1	0.8	0.192827943684931
0.001	0.1	0.9	0.187022427333958
0.001	0.1	1	0.190869989949642
0.001	1	0.1	0.139190511533124
0.001	1	0.2	0.140986814849966
0.001	1	0.3	0.191827420828058
0.001	1	0.4	0.212203935898612
0.001	1	0.5	0.215937168373977
0.001	1	0.6	0.208996511322495
0.001	1	0.7	0.195085224539123
0.001	1	0.8	0.203650840578676
0.001	1	0.9	0.206941746859011
0.001	1	1	0.206968190877022
0.001	10	0.1	0.153459999880545
0.001	10	0.2	0.200945676112547
0.001	10	0.3	0.195930260903787
0.001	10	0.4	0.18421106742895
0.001	10	0.5	0.200535552460202
0.001	10	0.6	0.212758225037987
0.001	10	0.7	0.193890660297478
0.001	10	0.8	0.193925695293572
0.001	10	0.9	0.193930994505189
0.001	10	1	0.193952372507763
0.001	20	0.1	0.15131872995492
0.001	20	0.2	0.177699941174412
0.001	20	0.3	0.173348230359269
0.001	20	0.4	0.169971380763862
0.001	20	0.5	0.186710123426759
0.001	20	0.6	0.198893913284858
0.001	20	0.7	0.198923719530203
0.001	20	0.8	0.198926864165083
0.001	20	0.9	0.198935827495457
0.001	20	1	0.198931371880971
0.001	30	0.1	0.159109122414789
0.001	30	0.2	0.164330492067118
0.001	30	0.3	0.149879603705922
0.001	30	0.4	0.147083208128347
